Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1,CA-2017-152156,2017-11-08,2017-11-11,Second Class,CG-12520,Claire Gute,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,2,0.0,41.9136
2,CA-2017-152156,2017-11-08,2017-11-11,Second Class,CG-12520,Claire Gute,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,3,0.0,219.582
70,CA-2017-119823,2017-06-04,2017-06-06,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636
80,CA-2017-127208,2017-06-12,2017-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032
81,CA-2017-127208,2017-06-12,2017-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352
287,CA-2017-112697,2017-12-18,2017-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319.0,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372
288,CA-2017-112697,2017-12-18,2017-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319.0,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316
289,CA-2017-112697,2017-12-18,2017-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319.0,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145
359,CA-2017-130001,2017-04-23,2017-04-28,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325
430,US-2017-123750,2017-04-15,2017-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.0,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,0.7,-145.3508
431,US-2017-123750,2017-04-15,2017-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.0,South,TEC-AC-10004659,Technology,Accessories,Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,408.744,7,0.2,76.6395
432,US-2017-123750,2017-04-15,2017-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.0,South,TEC-AC-10004659,Technology,Accessories,Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,291.96,5,0.2,54.7425
433,US-2017-123750,2017-04-15,2017-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.0,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.768,2,0.2,-0.7748
495,US-2017-120929,2017-03-18,2017-03-21,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4,-94.941
534,CA-2017-168753,2017-05-29,2017-06-01,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0.0,274.38599999999997
535,CA-2017-168753,2017-05-29,2017-06-01,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5,0.0,11.375
665,CA-2017-143308,2017-11-04,2017-11-04,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214.0,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0.0,5.2626
725,CA-2017-114713,2017-07-07,2017-07-12,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012.0,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.583999999999996,7,0.2,5.1282
756,CA-2017-140928,2017-09-18,2017-09-22,Standard Class,NB-18655,Nona Balk,Corporate,United States,Jacksonville,Florida,32216.0,South,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,383.43800000000005,4,0.45,-167.3184
770,CA-2017-157245,2017-05-19,2017-05-24,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204.0,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0.0,179.7488
793,CA-2017-105256,2017-05-20,2017-05-20,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806.0,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
804,CA-2017-115504,2017-03-12,2017-03-17,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203.0,South,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0.0,6.2208
834,CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614.0,South,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,0.2,2.6412
835,CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614.0,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.695999999999998,2,0.2,6.5164
836,CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614.0,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,0.5,-111.4995
853,CA-2017-113747,2017-05-28,2017-06-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212.0,South,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,0.0,50.1876
863,CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10001714,Technology,Accessories,Logitech�MX Performance Wireless Mouse,191.472,6,0.2,40.6878
864,CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.247999999999999,2,0.2,0.5904
865,CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",59.184,2,0.2,5.1786
979,CA-2017-145499,2017-05-30,2017-05-31,First Class,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256
1047,CA-2017-169103,2017-03-08,2017-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142.0,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
1048,CA-2017-169103,2017-03-08,2017-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142.0,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
1130,CA-2017-112102,2017-04-12,2017-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0.0,75.6624
